ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Dt_Customer_Year,Age_Group,Spending_Segment,MntWines_Pct,MntFruits_Pct,MntMeatProducts_Pct,MntFishProducts_Pct,MntSweetProducts_Pct,MntGoldProds_Pct,Income_Bracket
387,1976,High School,In Relationship,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,38,61,2012,30-40,Low Spender,9.836065573770492,26.229508196721312,18.0327868852459,18.0327868852459,1.639344262295082,26.229508196721312,Low
2125,1959,UnderGraduate,Single,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,55,1102,2013,51-60,High Spender,17.604355716878402,5.535390199637023,43.55716878402904,20.41742286751361,10.163339382940109,2.722323049001815,High
8180,1952,Master,Single,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,62,310,2013,>60,Medium Spender,75.16129032258064,0.6451612903225806,17.096774193548388,0.967741935483871,1.6129032258064515,4.516129032258064,High
2569,1987,UnderGraduate,In Relationship,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,27,46,2012,<30,Low Spender,6.521739130434782,30.434782608695656,36.95652173913043,13.043478260869565,2.1739130434782608,10.869565217391305,Low
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,68,1315,2012,>60,High Spender,76.50190114068441,1.6730038022813687,8.745247148288973,4.486692015209125,5.171102661596958,3.4220532319391634,Very High
9736,1980,UnderGraduate,In Relationship,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,34,96,2012,30-40,Low Spender,55.208333333333336,5.208333333333334,19.791666666666664,2.083333333333333,13.541666666666666,4.166666666666666,Medium
4939,1946,UnderGraduate,In Relationship,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,68,317,2012,>60,Medium Spender,26.498422712933756,1.5772870662460567,11.987381703470032,47.3186119873817,3.7854889589905363,8.832807570977918,Medium
6565,1949,Master,In Relationship,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,65,1782,2013,>60,High Spender,56.79012345679012,4.489337822671156,27.946127946127948,0.0,0.8978675645342313,9.876543209876543,Very High
2278,1985,Master,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,29,133,2012,<30,Medium Spender,3.007518796992481,12.781954887218044,14.285714285714285,22.55639097744361,18.045112781954884,29.32330827067669,Low
9360,1982,UnderGraduate,In Relationship,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,32,316,2012,30-40,Medium Spender,27.21518987341772,0.6329113924050633,23.10126582278481,21.835443037974684,12.025316455696203,15.18987341772152,Medium
5376,1979,UnderGraduate,In Relationship,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,35,1730,2013,30-40,High Spender,0.05780346820809249,0.05780346820809249,99.71098265895954,0.05780346820809249,0.05780346820809249,0.05780346820809249,Low
1993,1949,PhD,In Relationship,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,65,972,2012,>60,High Spender,89.19753086419753,0.0,8.847736625514404,0.0,0.0,1.954732510288066,High
4047,1954,PhD,In Relationship,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,60,544,2014,51-60,Medium Spender,70.58823529411765,0.0,18.75,3.860294117647059,5.88235294117647,0.9191176470588236,High
1409,1951,UnderGraduate,In Relationship,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,63,444,2013,>60,Medium Spender,60.810810810810814,0.6756756756756757,6.081081081081082,8.783783783783784,1.3513513513513513,22.2972972972973,Medium
7892,1969,UnderGraduate,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,45,75,2013,41-50,Low Spender,8.0,5.333333333333334,33.33333333333333,20.0,16.0,17.333333333333336,Low
2404,1976,UnderGraduate,In Relationship,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,38,257,2013,30-40,Medium Spender,67.31517509727627,1.556420233463035,11.673151750972762,1.1673151750972763,2.3346303501945527,15.953307392996107,High
9422,1989,UnderGraduate,In Relationship,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,25,131,2013,<30,Medium Spender,27.480916030534353,1.5267175572519083,32.06106870229007,15.267175572519085,16.030534351145036,7.633587786259542,Medium
1966,1965,PhD,In Relationship,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,49,1672,2013,41-50,High Spender,40.909090909090914,5.980861244019139,47.906698564593306,1.255980861244019,3.9473684210526314,0.0,Very High
6864,1989,Master,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,25,30,2014,<30,Low Spender,26.666666666666668,13.333333333333334,33.33333333333333,6.666666666666667,6.666666666666667,13.333333333333334,Low
3033,1963,Master,In Relationship,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,51,318,2013,51-60,Medium Spender,35.22012578616352,5.345911949685535,13.836477987421384,10.69182389937107,6.918238993710692,27.9874213836478,Medium
5710,1970,UnderGraduate,In Relationship,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,44,120,2012,41-50,Medium Spender,91.66666666666666,0.0,4.166666666666666,1.6666666666666667,0.0,2.5,Medium
7373,1952,PhD,Single,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,62,302,2012,>60,Medium Spender,31.788079470198678,3.9735099337748347,31.788079470198678,10.927152317880795,7.28476821192053,14.23841059602649,Medium
8755,1946,Master,In Relationship,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,68,1196,2013,>60,High Spender,40.30100334448161,2.842809364548495,39.381270903010034,9.949832775919733,5.68561872909699,1.839464882943144,Very High
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,63,65,2013,>60,Low Spender,61.53846153846154,0.0,29.230769230769234,3.076923076923077,1.5384615384615385,4.615384615384616,Medium
4339,1970,PhD,In Relationship,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,44,913,2013,41-50,High Spender,76.8893756845564,1.8619934282584885,16.538882803943046,0.0,0.8762322015334063,3.8335158817086525,High
10755,1976,Master,In Relationship,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,38,81,2013,30-40,Low Spender,7.4074074074074066,3.7037037037037033,17.28395061728395,18.51851851851852,8.641975308641975,44.44444444444444,Low
8595,1973,UnderGraduate,Single,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,41,67,2014,41-50,Low Spender,82.08955223880598,0.0,8.955223880597014,2.9850746268656714,0.0,5.970149253731343,Medium
2968,1943,PhD,Single,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,71,902,2013,>60,High Spender,48.447893569844794,0.8869179600886918,22.838137472283815,17.738359201773836,5.432372505543237,4.656319290465632,Medium
8601,1980,UnderGraduate,In Relationship,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,34,1395,2013,30-40,High Spender,30.17921146953405,5.448028673835125,38.42293906810036,5.878136200716845,12.759856630824373,7.311827956989248,Very High
503,1985,Master,In Relationship,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,29,53,2013,<30,Low Spender,24.528301886792452,1.8867924528301887,54.71698113207547,5.660377358490567,0.0,13.20754716981132,Low
8430,1957,UnderGraduate,In Relationship,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,57,22,2012,51-60,Low Spender,40.909090909090914,0.0,27.27272727272727,13.636363636363635,4.545454545454546,13.636363636363635,Low
2139,1975,Master,In Relationship,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,39,31,2013,30-40,Low Spender,9.67741935483871,3.225806451612903,32.25806451612903,9.67741935483871,6.451612903225806,38.70967741935484,Low
1371,1976,UnderGraduate,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,38,984,2014,30-40,High Spender,12.5,16.666666666666664,27.03252032520325,23.069105691056908,3.048780487804878,17.682926829268293,Very High
9909,1996,Master,In Relationship,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,18,122,2012,<30,Medium Spender,2.459016393442623,14.754098360655737,11.475409836065573,12.295081967213115,18.0327868852459,40.98360655737705,Low
7286,1968,UnderGraduate,In Relationship,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,46,55,2013,41-50,Low Spender,23.636363636363637,10.909090909090908,27.27272727272727,5.454545454545454,9.090909090909092,23.636363636363637,Medium
6566,1954,PhD,In Relationship,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,60,1319,2012,51-60,High Spender,62.62319939347991,3.790750568612585,24.03335860500379,3.790750568612585,2.8809704321455647,2.8809704321455647,Very High
8614,1957,UnderGraduate,Single,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,57,507,2014,51-60,Medium Spender,48.32347140039448,3.7475345167652856,24.65483234714004,7.297830374753452,13.214990138067062,2.7613412228796843,High
4114,1964,Master,In Relationship,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,50,1693,2012,41-50,High Spender,38.3933845245127,2.1854695806261075,46.07206142941524,1.5948021264028351,9.864146485528648,1.8901358535144714,Very High
1331,1977,UnderGraduate,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,72,2013,30-40,Low Spender,16.666666666666664,8.333333333333332,27.77777777777778,41.66666666666667,1.3888888888888888,4.166666666666666,Medium
2225,1977,UnderGraduate,Single,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,37,1617,2014,30-40,High Spender,31.539888682745826,7.421150278293136,34.01360544217687,9.647495361781075,2.473716759431045,14.904143475572045,Very High
9381,1978,UnderGraduate,In Relationship,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,606,2013,30-40,Medium Spender,54.12541254125413,1.4851485148514851,20.462046204620464,1.9801980198019802,3.9603960396039604,17.986798679867988,High
6260,1955,Master,In Relationship,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,59,1957,2012,51-60,High Spender,50.281042411854884,2.6060296371997955,22.074603985692388,9.197751660705162,6.131834440470108,9.70873786407767,Very High
10383,1966,UnderGraduate,Single,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,48,1093,2013,41-50,High Spender,26.98993595608417,3.2021957913998174,44.09881061299177,11.070448307410796,10.978956999085087,3.6596523330283626,Very High
7437,1988,UnderGraduate,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,26,29,2014,<30,Low Spender,44.827586206896555,0.0,27.586206896551722,6.896551724137931,3.4482758620689653,17.24137931034483,Low
8375,1968,PhD,In Relationship,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,46,518,2014,41-50,Medium Spender,86.2934362934363,0.0,5.405405405405405,0.0,0.0,8.301158301158301,High
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,32,1438,2013,30-40,High Spender,49.51321279554937,1.808066759388039,37.41307371349096,4.798331015299027,0.9040333796940195,5.563282336578582,Very High
3076,1975,UnderGraduate,In Relationship,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,39,612,2012,30-40,Medium Spender,73.8562091503268,2.941176470588235,16.666666666666664,2.6143790849673203,2.941176470588235,0.9803921568627451,High
1012,1952,UnderGraduate,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,62,884,2013,>60,High Spender,59.16289592760181,0.7918552036199095,15.158371040723981,4.18552036199095,1.583710407239819,19.11764705882353,High
6518,1951,PhD,Single,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,63,606,2013,>60,Medium Spender,90.0990099009901,0.0,7.920792079207921,0.0,0.9900990099009901,0.9900990099009901,High
4137,1948,UnderGraduate,In Relationship,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,66,1076,2013,>60,High Spender,36.98884758364313,3.717472118959108,34.10780669144982,11.059479553903346,11.338289962825279,2.7881040892193307,Very High
8082,1971,UnderGraduate,In Relationship,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,43,34,2013,41-50,Low Spender,2.941176470588235,8.823529411764707,17.647058823529413,8.823529411764707,17.647058823529413,44.11764705882353,Low
1386,1967,UnderGraduate,In Relationship,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,11,2014,41-50,Low Spender,90.9090909090909,0.0,9.090909090909092,0.0,0.0,0.0,Low
9369,1979,Master,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,35,1274,2014,30-40,High Spender,54.00313971742543,1.098901098901099,24.25431711145997,15.777080062794349,1.8838304552590266,2.9827315541601256,Very High
4477,1958,UnderGraduate,In Relationship,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,56,653,2013,51-60,Medium Spender,37.82542113323124,7.503828483920367,24.349157733537517,1.0719754977029097,12.557427258805513,16.69218989280245,Very High
1357,1970,UnderGraduate,In Relationship,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,44,1562,2013,41-50,High Spender,54.80153649167734,3.7772087067861717,31.177976952624842,3.713188220230474,1.856594110115237,4.673495518565941,Very High
1402,1954,Master,In Relationship,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,60,1253,2012,51-60,High Spender,39.58499600957702,2.8731045490822025,36.71189146049481,15.083798882681565,4.788507581803671,0.9577015163607342,High
6312,1959,UnderGraduate,In Relationship,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,55,863,2013,51-60,High Spender,29.89571263035921,12.398609501738122,33.719582850521434,9.73348783314021,4.287369640787949,9.965237543453071,High
8132,1975,PhD,In Relationship,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,39,661,2013,30-40,Medium Spender,85.47655068078669,0.9077155824508321,9.833585476550681,0.0,0.9077155824508321,2.8744326777609683,High
1050,1952,UnderGraduate,In Relationship,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,62,65,2014,>60,Low Spender,21.53846153846154,15.384615384615385,20.0,6.153846153846154,23.076923076923077,13.846153846153847,Low
5846,1977,UnderGraduate,Single,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,37,13,2012,30-40,Low Spender,15.384615384615385,7.6923076923076925,46.15384615384615,15.384615384615385,7.6923076923076925,7.6923076923076925,Medium
1859,1972,Master,In Relationship,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,42,1890,2012,41-50,High Spender,38.148148148148145,5.873015873015873,48.94179894179894,5.132275132275133,0.9523809523809524,0.9523809523809524,Very High
7503,1976,UnderGraduate,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,38,2209,2012,30-40,High Spender,46.71797193300136,4.753282028066998,35.264825712992305,6.201901312811227,4.753282028066998,2.3087369850611137,Very High
10401,1976,Master,In Relationship,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,38,18,2013,30-40,Low Spender,5.555555555555555,0.0,27.77777777777778,0.0,16.666666666666664,50.0,Low
1618,1965,UnderGraduate,In Relationship,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,49,692,2013,41-50,Medium Spender,83.38150289017341,0.0,9.248554913294797,0.0,0.0,7.369942196531793,High
3332,1985,UnderGraduate,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,29,165,2012,<30,Medium Spender,38.78787878787879,2.4242424242424243,41.21212121212121,4.242424242424243,3.0303030303030303,10.303030303030303,Low
2261,1969,UnderGraduate,In Relationship,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,45,16,2013,41-50,Low Spender,25.0,6.25,31.25,12.5,0.0,25.0,Low
5346,1973,Master,In Relationship,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,41,79,2013,41-50,Low Spender,31.645569620253166,6.329113924050633,24.050632911392405,8.860759493670885,0.0,29.11392405063291,Low
4119,1963,Master,In Relationship,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,51,318,2013,51-60,Medium Spender,35.22012578616352,5.345911949685535,13.836477987421384,10.69182389937107,6.918238993710692,27.9874213836478,Medium
535,1987,UnderGraduate,Single,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,27,778,2014,<30,Medium Spender,20.95115681233933,2.956298200514139,54.498714652956295,3.470437017994859,8.354755784061698,9.768637532133676,Very High
5268,1960,UnderGraduate,In Relationship,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,54,56,2013,51-60,Low Spender,30.357142857142854,14.285714285714285,25.0,17.857142857142858,7.142857142857142,5.357142857142857,Low
273,1970,Master,In Relationship,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,44,151,2013,41-50,Medium Spender,86.09271523178808,0.0,10.596026490066226,0.0,0.0,3.3112582781456954,Medium
4452,1957,UnderGraduate,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,57,372,2014,51-60,Medium Spender,78.49462365591397,1.6129032258064515,9.946236559139784,0.0,0.8064516129032258,9.13978494623656,Medium
8504,1973,UnderGraduate,In Relationship,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,41,1366,2014,41-50,High Spender,25.622254758418737,4.392386530014641,41.58125915080527,8.052708638360176,9.736456808199122,10.61493411420205,Very High
771,1967,UnderGraduate,In Relationship,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,47,194,2014,41-50,Medium Spender,69.58762886597938,4.639175257731959,20.103092783505154,2.0618556701030926,0.0,3.608247422680412,High
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,32,2014,41-50,Low Spender,46.875,6.25,31.25,0.0,3.125,12.5,Medium
2230,1970,PhD,In Relationship,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,44,43,2014,41-50,Low Spender,62.7906976744186,4.651162790697675,32.55813953488372,0.0,0.0,0.0,Low
7516,1983,UnderGraduate,In Relationship,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,31,45,2014,30-40,Low Spender,11.11111111111111,6.666666666666667,24.444444444444443,26.666666666666668,11.11111111111111,20.0,Low
7247,1960,UnderGraduate,Single,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,54,606,2012,51-60,Medium Spender,83.33333333333334,0.0,4.29042904290429,0.0,0.0,12.376237623762377,Medium
11100,1972,UnderGraduate,Single,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,42,63,2013,41-50,Low Spender,80.95238095238095,3.1746031746031744,11.11111111111111,0.0,1.5873015873015872,3.1746031746031744,High
4646,1951,Master,In Relationship,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,63,978,2013,>60,High Spender,21.165644171779142,2.658486707566462,45.70552147239264,7.668711656441718,0.0,22.801635991820042,Very High
3037,1983,PhD,In Relationship,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,31,410,2013,30-40,Medium Spender,32.926829268292686,11.219512195121952,22.439024390243905,15.853658536585366,14.878048780487804,2.682926829268293,Medium
1473,1960,Master,Single,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,54,72,2013,51-60,Low Spender,73.61111111111111,1.3888888888888888,6.944444444444445,2.7777777777777777,1.3888888888888888,13.88888888888889,Medium
1016,1959,PhD,Single,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,55,55,2014,51-60,Low Spender,74.54545454545455,1.8181818181818181,10.909090909090908,3.6363636363636362,0.0,9.090909090909092,Low
4518,1979,UnderGraduate,In Relationship,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,35,1169,2013,30-40,High Spender,33.0196749358426,14.713430282292558,15.654405474764758,15.825491873396064,11.291702309666382,9.49529512403764,Very High
